date,high,low,open,close,volume,quoteVolume,weightedAverage
2018-10-01 09:30:00,6594.42364696,6587.45857077,6594.42364696,6587.45857077,736.24331994,0.11173845,6588.98812307
2018-10-01 13:30:00,6599.70108163,6539.80894371,6590.30613101,6575.39430549,226035.45991261,34.39258467,6572.21497254
2018-10-01 17:30:00,6591.12886095,6497.3691708,6561.69722143,6527.19265248,41383.68887372,6.30050739,6568.31050454
2018-10-01 21:30:00,6565.1841255,6529.002768,6529.002768,6550.88826433,5416.37307984,0.82582909,6558.70947807
2018-10-02 01:30:00,6604.00299478,6540.3446085,6562.40585,6559.1018325,3798.48169724,0.575942,6595.250385
2018-10-02 05:30:00,6580.68646281,6562.36979272,6562.36979272,6580.68646281,545.67243753,0.08301516,6573.16612452
2018-10-02 09:30:00,6584.85855496,6546.8580885,6576.17560858,6546.8580885,3291.87903567,0.50223824,6554.41735316
2018-10-02 13:30:00,6568.4974355,6545,6568.4974355,6552.09054499,9648.91800542,1.47224041,6553.90107477
2018-10-02 17:30:00,6557.125311,6487.93983276,6549.56502199,6520.72695985,72064.70208983,11.02210924,6538.19523293
2018-10-02 21:30:00,6536.19757963,6450,6515.5448958,6523.06509668,188524.08711613,29.06191519,6486.9808436
2018-10-03 01:30:00,6540.61045766,6502,6523.06509668,6502,35639.06447123,5.46497404,6521.3602499
2018-10-03 05:30:00,6505.13609385,6403.26520563,6502,6403.26520563,186413.52824437,29.04128169,6418.91533005
2018-10-03 09:30:00,6437.9878855,6402,6410.77276533,6409.96619492,9044.77051816,1.4092306,6418.23312533
2018-10-03 13:30:00,6450.0060605,6407.59993151,6415.12808151,6440,52552.29875927,8.17728194,6426.62184633
2018-10-03 17:30:00,6499,6440,6454.46281132,6464.7103185,32918.90320943,5.08611759,6472.30478393
2018-10-03 21:30:00,6474.57974223,6418.64685939,6468.81778531,6418.64685939,25551.58353736,3.95655664,6458.03557544
2018-10-04 01:30:00,6473,6418.62337692,6428.10995551,6473,18977.78128931,2.94859138,6436.21948366
2018-10-04 05:30:00,6591.06058104,6440.37544496,6452.88784419,6567.26197983,427175.27957588,66.16559989,6456.15365516
2018-10-04 09:30:00,6578.2271555,6540.35309999,6567.26197983,6546.270177,20220.56720426,3.08600904,6552.3357003
2018-10-04 13:30:00,6573.27450171,6525.57239551,6548,6533.26094056,21615.21640256,3.30768451,6534.84827141
2018-10-04 17:30:00,6554.12585195,6525.61011867,6532.66753608,6530.85151024,38547.60864471,5.89473226,6539.33154967
2018-10-04 21:30:00,6575.95748821,6539.93438228,6554.34566493,6575.95748821,34617.31948339,5.28186813,6553.99162405
2018-10-05 01:30:00,6561.6787496,6525,6561.6787496,6539.74588851,12260.42364392,1.87321855,6545.11116384
2018-10-05 05:30:00,6580,6522.0023529,6561.54857029,6525.2690896,312223.46042578,47.73462871,6540.81677942
2018-10-05 09:30:00,6549.15,6532.4585025,6532.4585025,6543.64912066,23905.22096158,3.65128435,6547.07184379
2018-10-05 13:30:00,6543.91325673,6529.396068,6540.57268907,6539.04359941,11836.53237985,1.81107177,6535.65064395
2018-10-05 17:30:00,6559.464756,6530.05611667,6530.05611667,6559.464756,2706.76282391,0.41322568,6550.32577819
2018-10-05 21:30:00,6552.03517932,6533.62641954,6552.03517932,6539.84190532,13868.65378861,2.11877626,6545.59617758
2018-10-06 01:30:00,6636.04718005,6533.5391789,6533.5391789,6585.70951944,106796.39348482,16.28744104,6556.97805582
2018-10-06 05:30:00,6575.92502333,6556.80549161,6569.53274498,6575.92502328,26271.70372575,4.00095804,6566.35322417
2018-10-06 09:30:00,6585,6561.97675213,6578.07895853,6561.97675213,20166.36866436,3.07031117,6568.1839878
2018-10-06 13:30:00,6570,6552,6570,6552,15794.46661449,2.41016501,6553.27189174
2018-10-06 17:30:00,6560.83687129,6529.2905959,6552,6540.88780399,27974.44484902,4.27661011,6541.26612655
2018-10-06 21:30:00,6546.24621412,6532.1981686,6546.24621412,6532.1981686,11921.2063121,1.82337165,6538.00135156
2018-10-07 01:30:00,6555.82787227,6536.1308265,6546.89864921,6551.95395288,4161.29739541,0.63518221,6551.34437
2018-10-07 05:30:00,6559.82025623,6546.497114,6546.497114,6559.82025623,785.87749001,0.12000638,6548.63091459
2018-10-07 09:30:00,6562.23142909,6540.18613441,6547.32163104,6551.33534251,5868.82869016,0.89597872,6550.18758722
2018-10-07 13:30:00,6533.2035094,6504.06595068,6533.2035094,6514.82380399,19214.91592037,2.95100002,6511.323548
2018-10-07 17:30:00,6516.52212266,6516.52212266,6516.52212266,6516.52212266,0.12342292,1.894e-05,6516.52212266
2018-10-07 21:30:00,6542.62417755,6522.04902958,6522.04902958,6528.56361062,2043.24457748,0.31284422,6531.18851766
2018-10-08 01:30:00,6583.29951255,6522.61150617,6522.61150617,6568.87504949,2082.7496632,0.3171758,6566.54657512
2018-10-08 05:30:00,6578.44364164,6550.75868399,6576.90864152,6550.75868399,6855.32338822,1.04322427,6571.28441636
2018-10-08 09:30:00,6559.340788,6559.34078798,6559.34078798,6559.340788,6679.46219263,1.01831303,6559.34078799
2018-10-08 13:30:00,6600,6540.04899914,6558.3012912,6585.70263373,38991.65822801,5.92385545,6582.14207911
2018-10-08 17:30:00,6650.51888571,6587.33575797,6587.33575797,6634.67505981,79444.82841372,12.03528454,6600.99295115
2018-10-08 21:30:00,6651.92830818,6600.60764433,6612.72818992,6651.92830818,22446.561442,3.38904538,6623.26966008
2018-10-09 01:30:00,6621.51489234,6607.05483568,6621.51489234,6607.05483568,915.04878998,0.13834362,6614.31867969
2018-10-09 05:30:00,6621.51489234,6606.51268812,6621.51489234,6608.27052892,860.11664373,0.12993292,6619.69763886
2018-10-09 09:30:00,6607.7532255,6598.09524418,6607.7532255,6598.09524418,993.25293949,0.15031658,6607.74040688
2018-10-09 13:30:00,6591,6580.7791335,6591,6587.14397349,7039.73537437,1.06852427,6588.27840604
2018-10-09 17:30:00,6595.126538,6562.10432701,6595.126538,6585.34780857,7617.92450825,1.15764884,6580.51409463
2018-10-09 21:30:00,6600.19195205,6565.93317864,6569.05720491,6600.19195205,17946.90408807,2.73017472,6573.53683506
2018-10-10 01:30:00,6603.421825,6576,6589.09229936,6586.28612101,2812.9657629,0.426698,6592.4043771
2018-10-10 05:30:00,6586.28612101,6535,6586.28612101,6545.68236667,15573.47789765,2.37189698,6565.83233967
2018-10-10 09:30:00,6550.38921945,6459.40206093,6550.38921945,6485.35755825,7709.53795064,1.18658226,6497.26378906
2018-10-10 13:30:00,6510.64152342,6479.77164425,6479.77164425,6503.4924955,6646.41183806,1.02090572,6510.3091381
2018-10-10 17:30:00,6520.15677414,6504,6507.99430561,6506,9199.10466149,1.41334715,6508.73683899
2018-10-10 21:30:00,6550,6505.63791388,6506,6550,13054.57610467,2.00256364,6518.93195497
2018-10-11 01:30:00,6550.89833449,6508.70191844,6550.89833449,6536.4474175,7839.966377,1.20152467,6525.01490211
2018-10-11 05:30:00,6530.3605485,6140.29110328,6530.3605485,6221.16052575,1667634.0333264,266.98636863,6246.1392388
2018-10-11 09:30:00,6248,6160,6218.72809677,6204.11847353,192351.11526296,31.140736,6176.83266262
2018-10-11 13:30:00,6217.00590869,6182.53942596,6197.9810868,6193.4650029,82505.62265654,13.29646775,6205.0782364
2018-10-11 17:30:00,6230.70525738,6114.07818991,6185.14509304,6186.937869,63878.67083471,10.37386618,6157.6532535
2018-10-11 21:30:00,6225.63093368,6184.85611669,6186.937869,6191.81169649,79615.30589462,12.84132878,6199.92737968
2018-10-12 01:30:00,6206.9886717,6125.78697698,6180,6154.40653375,174230.99416089,28.23782656,6170.12764033
2018-10-12 05:30:00,6184.88751046,6124.95263383,6154.40653375,6177.10343247,40550.21048784,6.58630681,6156.74484314
2018-10-12 09:30:00,6238.85107361,6189.99999999,6189.99999999,6214.1641155,104147.23147361,16.73968808,6221.5753947
2018-10-12 13:30:00,6210.16924364,6191.01747538,6205.0819227,6191.32864235,66717.90344953,10.75120267,6205.62233802
2018-10-12 17:30:00,6221.32969831,6194.12928161,6200.91662449,6221.32969831,12874.90348587,2.07314862,6210.31380078
2018-10-12 21:30:00,6225.36920591,6194.6991,6225.36920591,6204.41288709,77230.4455852,12.45019377,6203.15209641
2018-10-13 01:30:00,6220.847633,6181.75007986,6204.41288709,6201.56110891,114167.66989784,18.42379613,6196.75060949
2018-10-13 05:30:00,6207.56227493,6167.809017,6170.94305053,6167.80978577,43411.06366119,7.02574367,6178.85674459
2018-10-13 09:30:00,6194.26591724,6179.80868673,6182.94048752,6194.26591724,1604.78997878,0.25941615,6186.16064877
2018-10-13 13:30:00,6209.40717055,6178.10264265,6184.42933908,6209.40717055,31937.57770585,5.15548892,6194.86884783
2018-10-13 17:30:00,6204.44129083,6185.61304778,6204.4412908,6200.2381606,7562.67443811,1.21964184,6200.73384668
2018-10-13 21:30:00,6210.24118221,6176.0962215,6193.09987015,6189.75929513,230560.10662611,37.25820986,6188.16919794
2018-10-14 01:30:00,6200,6185.379429,6189.70060349,6191.0192835,64152.2245258,10.37020791,6186.20427696
2018-10-14 05:30:00,6218.99999999,6189.708096,6189.708096,6218.99999999,68449.65646397,11.05375419,6192.43519327
2018-10-14 09:30:00,6268.52768314,6219,6219,6233.39365824,34046.86069605,5.44917417,6248.07716433
2018-10-14 13:30:00,6248.65112292,6205.68120711,6234.42962336,6208.63584026,114900.03822256,18.49347112,6213.00552378
2018-10-14 17:30:00,6225,6215.89901633,6215.89901633,6225,1088.74123173,0.17505454,6219.44013413
2018-10-14 21:30:00,6248.25862887,6223.87167539,6228.47538238,6248.25862887,37887.43312133,6.07925548,6232.24887422
2018-10-15 01:30:00,6248.2586289,6152,6248.25862887,6176.24856899,161002.49152992,26.02449504,6186.57504333
2018-10-15 05:30:00,6202.73586146,6152,6170.4501115,6202.73586146,63176.60565748,10.21036878,6187.49498854
2018-10-15 09:30:00,6745.17,6210.9203625,6210.9203625,6408.921358,1411812.5238986,218.10805754,6472.99572433
2018-10-15 13:30:00,6454.90948213,5965.564,6410,6363.00000003,3174154.685681,496.86679591,6388.3413257
2018-10-15 17:30:00,6400,5999.34000002,6363.00000003,6379.99999973,602380.93794916,96.98792441,6210.88595939
2018-10-15 21:30:00,6413.63296952,6323.27467389,6379.99999955,6401.92389041,183479.51848133,28.76865238,6377.75854279
2018-10-16 01:30:00,6445.09130538,6370,6370,6445.09130538,167439.63070433,26.18384662,6394.76823762
2018-10-16 05:30:00,6438.72078847,6410.58070784,6430.06870096,6418.4516235,113634.43575684,17.66248899,6433.65925499
2018-10-16 09:30:00,6499.09114231,6411.73471937,6418.4516235,6445,411361.72744586,63.65048355,6462.82171796
2018-10-16 13:30:00,6458.125,6413.0393533,6458.125,6430,220523.56798783,34.33660759,6422.40405986
2018-10-16 17:30:00,6459.99999999,6422.50958912,6422.50958912,6431.79930779,168387.59951707,26.17288423,6433.66615758
2018-10-16 21:30:00,6440.61663747,6400,6421.53521444,6436,63048.80386444,9.82110386,6419.72682126
2018-10-17 01:30:00,6476.3133435,6434.45409751,6436,6450.949593,78437.78924623,12.15014878,6455.70607129
2018-10-17 05:30:00,6466.7267665,6419.02985437,6455.00184712,6431,76859.6410687,11.91368458,6451.37451412
2018-10-17 09:30:00,6459.10595144,6421.00000013,6421.00000013,6441.04881326,120219.94898625,18.68103287,6435.40160883
2018-10-17 13:30:00,6474.34437943,6397.21271175,6421.00000014,6435.23877195,54626.14866567,8.50905511,6419.76670258
2018-10-17 17:30:00,6446.683243,6413.63136173,6429.2665717,6428.37887799,109931.33140026,17.07833283,6436.88892203
2018-10-17 21:30:00,6452.42537554,6427.51711342,6449.69886924,6427.51711342,168784.98428346,26.21333094,6438.89876756
2018-10-18 01:30:00,6455.0686736,6425.67070294,6430,6434.35840472,38881.5236655,6.03649167,6441.07965206
2018-10-18 05:30:00,6477.53590991,6424.22440667,6424.22440667,6477.53590991,82321.10597323,12.73504675,6464.13849821
2018-10-18 09:30:00,6454.41138309,6436.1549025,6442.91749533,6436.1549025,14388.06932466,2.23021381,6451.4304683
2018-10-18 13:30:00,6451.3133685,6392.747487,6432.74512496,6439.31193553,70001.51652442,10.89907072,6422.70504731
2018-10-18 17:30:00,6444.49296064,6423.65886038,6443.27789878,6444.08546076,36002.97475442,5.60077656,6428.21122548
2018-10-18 21:30:00,6439.18496915,6323.09226076,6430,6386.7,475243.21214247,74.56281557,6373.72943214
2018-10-19 01:30:00,6395.96669065,6360.90915834,6385.27935689,6391.2488535,137919.45258699,21.62013984,6379.21186484
2018-10-19 05:30:00,6400.56416299,6384.2268825,6400.56416298,6390,2575.45046713,0.40330854,6385.80692373
2018-10-19 09:30:00,6390,6359.46080465,6387.36388468,6376.43318398,15625.0223537,2.44776418,6383.38549169
2018-10-19 13:30:00,6394.85560053,6374.24700744,6376.43318398,6390.38110809,24065.58303709,3.76555698,6390.97566838
2018-10-19 17:30:00,6390.57868406,6360.73835502,6377.35931737,6388.55015931,24199.87533416,3.79235665,6381.22348913
2018-10-19 21:30:00,6400.80173128,6374.5,6388.88550298,6393.42107586,34190.76045142,5.3479314,6393.26833014
2018-10-20 01:30:00,6410,6376.25107074,6389.56317999,6391.30574986,379349.91340009,59.25359728,6402.14148699
2018-10-20 05:30:00,6391.05029028,6366.94470066,6379.41,6373.52860923,36607.16116907,5.74491956,6372.09290517
2018-10-20 09:30:00,6425,6374.95509458,6375.38849022,6416.6338662,11792.96837995,1.83976439,6410.04274463
2018-10-20 13:30:00,6414.80596716,6391.91073032,6414.80596716,6400.61430802,7750.62585941,1.20938374,6408.73992519
2018-10-20 17:30:00,6416.66940312,6397.0090875,6397.35737986,6403.01216042,53669.75733897,8.3738762,6409.18925204
2018-10-20 21:30:00,6408.80811922,6389.59236313,6403,6390.82706116,4242.6284463,0.66286932,6400.39947286
2018-10-21 01:30:00,6411.66591606,6404.813415,6405.81152444,6410.17965313,2567.06764023,0.40051221,6409.46162474
2018-10-21 05:30:00,6450,6420.18244446,6420.18244446,6437,2288.52513087,0.35540075,6439.28053296
2018-10-21 09:30:00,6441.18839629,6430.64428399,6441.18839629,6435,19119.92124223,2.97093028,6435.668104
2018-10-21 13:30:00,6454.40258008,6420.32445465,6420.32445465,6446.86520009,80673.35625766,12.50774205,6449.87368105
2018-10-21 17:30:00,6448.62805962,6438,6448.62805962,6448.62801908,9674.15055598,1.50166781,6442.27071497
2018-10-21 21:30:00,6448.62801908,6438,6438.00000001,6438,10998.06879111,1.70664535,6444.26142262
2018-10-22 01:30:00,6438.00000001,6408.97499687,6438,6409.5,97466.76391197,15.18822671,6417.25764126
2018-10-22 05:30:00,6423.192776,6400,6409.5,6417.92951797,5636.98631361,0.8779714,6420.46690087
2018-10-22 09:30:00,6425.8419225,6410,6425.8419225,6415.3470705,9603.76325398,1.49623383,6418.62459024
2018-10-22 13:30:00,6422.15532915,6395.40414342,6415.3470705,6409.84782076,155594.12694814,24.27489057,6409.6736708
2018-10-22 17:30:00,6409.84782076,6375,6409.84782076,6403.88784088,81433.60199448,12.7487648,6387.5679936
2018-10-22 21:30:00,6409.07951784,6379.20654944,6394.33378149,6385.79054396,242382.88365068,37.94959094,6386.96959959
2018-10-23 01:30:00,6416.01800007,6389.88199489,6397.9906101,6404.21251892,128850.00306506,20.13552915,6399.13667553
2018-10-23 05:30:00,6418.20349692,6398.63055106,6404.21251892,6398.63055106,25546.06393117,3.98524276,6410.16506888
2018-10-23 09:30:00,6412.321916,6388.0719886,6392.04837913,6407.2146769,6459.29735078,1.00771646,6409.83610685
2018-10-23 13:30:00,6406.78963884,6366.55210755,6402.82831425,6384.7925163,59319.55297743,9.30093556,6377.80496325
2018-10-23 17:30:00,6400.83576834,6369.62620203,6381.5832673,6396.93534051,60336.2773158,9.4556605,6380.96908363
2018-10-23 21:30:00,6414.7608525,6382.23138,6396.93534048,6414.7608525,55341.87220873,8.63433502,6409.51180149
2018-10-24 01:30:00,6413.792385,6386.9441625,6412.5,6397,114314.52421394,17.87934468,6393.6641001
2018-10-24 05:30:00,6427.81732557,6391.58501701,6397.01158501,6427.81732557,130076.0959092,20.29914373,6407.95974644
2018-10-24 09:30:00,6468.42953078,6402.8902005,6410.07194499,6436.87632975,169975.58657473,26.36458954,6447.11674031
2018-10-24 13:30:00,6446.13354678,6422.56700407,6443.638201,6423.12397032,144013.41047162,22.35968057,6440.76332042
2018-10-24 17:30:00,6441.899464,6413.10547503,6423.12397039,6426.8469265,26411.68967544,4.10521279,6433.69565148
2018-10-24 21:30:00,6429.97472097,6400,6420,6400,72802.66763459,11.35721042,6410.25964495
2018-10-25 01:30:00,6431.41644745,6413.49547044,6413.72669072,6417.68923,9345.42466124,1.45615985,6417.85629596
2018-10-25 05:30:00,6427.0123865,6366.79994199,6420.21820728,6388.44865651,161425.8444957,25.28035025,6385.42753163
2018-10-25 09:30:00,6400.14675229,6360.01000001,6388,6400.14675228,319526.19799217,50.10727697,6376.84219366
2018-10-25 13:30:00,6410.40900499,6385.3058025,6394.01364995,6396.5,17924.61896094,2.80645498,6386.92553013
2018-10-25 17:30:00,6416.10581576,6386.21910187,6386.21910188,6393.1199805,87301.88059498,13.6257712,6407.1148204
2018-10-25 21:30:00,6411.73811905,6393.1199805,6393.1199805,6408.54,21483.46630948,3.35571677,6402.0499291
2018-10-26 01:30:00,6415.06912892,6377.7649272,6408.54,6391.42351743,164787.20313063,25.7827158,6391.38267701
2018-10-26 05:30:00,6401.53712209,6386.00581573,6395,6387.91789261,10844.05393532,1.69602195,6393.81697585
2018-10-26 09:30:00,6399.24420781,6353.477032,6390,6391.99999999,189482.00149678,29.76534548,6365.85930521
2018-10-26 13:30:00,6445.98487394,6365.08800002,6365.08800002,6424.99999996,143964.13140047,22.39888787,6427.28925811
2018-10-26 17:30:00,6422.16418258,6387.32691779,6422.16418257,6393.87276235,19569.52938145,3.05567349,6404.32606608
2018-10-26 21:30:00,6416.46906928,6395.51519657,6400.27763634,6395.51519657,5087.79497551,0.7943268,6405.16595375
2018-10-27 01:30:00,6408.99999997,6394.1685416,6406.21399399,6394.1685416,5063.51023187,0.79175245,6395.31994107
2018-10-27 05:30:00,6424.78754943,6401.3418727,6408.99999997,6410.40966776,47458.3167842,7.39902461,6414.13149512
2018-10-27 09:30:00,6424.78754939,6406.41302039,6424.78754939,6406.80602461,9092.51636924,1.4187362,6408.88444887
2018-10-27 13:30:00,6421.35927144,6400,6418.57301346,6400,10117.65062135,1.57804567,6411.50684907
2018-10-27 17:30:00,6405,6390.86808242,6395.97311868,6390.86808242,36827.22829706,5.76118512,6392.3008079
2018-10-27 21:30:00,6409.61147998,6388,6388,6409.40340013,18265.2705424,2.85098773,6406.64649314
2018-10-28 01:30:00,6416.71344021,6394.59883446,6410.05312218,6404.09471432,18128.85968179,2.82934981,6407.42958602
2018-10-28 05:30:00,6413.71534392,6395.74545737,6413.71534392,6397.19872074,8954.51519178,1.39723961,6408.71839568
2018-10-28 09:30:00,6414.74909025,6399.35686021,6412.23403886,6410.3106869,14919.89321684,2.32745998,6410.37583677
2018-10-28 13:30:00,6412.97245833,6396.42100001,6412.97245833,6396.42100001,3812.0188804,0.59497279,6407.04742213
2018-10-28 17:30:00,6407.04292049,6397.80987467,6397.80987467,6407.04292049,5768.38545902,0.90058091,6405.18291579
2018-10-28 21:30:00,6407.04292049,6391.826775,6407.04292049,6404.68448577,18287.03265433,2.85790655,6398.75109084
2018-10-29 01:30:00,6422.55545622,6388.00000003,6392,6413.60549347,36158.85566674,5.6472857,6402.87344887
2018-10-29 05:30:00,6415.84340175,6404.1589305,6413.360954,6415.84340175,28460.90085711,4.4436742,6404.81267891
2018-10-29 09:30:00,6413.89495692,6388.00000001,6401.93673092,6409.4957659,17271.03036428,2.69570138,6406.8781848
2018-10-29 13:30:00,6409.4957659,6280.01000001,6409.4957659,6326.114553,170352.75514434,26.97619115,6314.92986526
2018-10-29 17:30:00,6334.12260049,6213.30228439,6334.12260049,6284.79281359,728970.21269909,116.45779837,6259.52253006
2018-10-29 21:30:00,6272,6242.777,6270.85792788,6260.27575887,120416.43193624,19.2250503,6263.51713296
2018-10-30 01:30:00,6270.69905516,6233.2092505,6262.82753094,6270.69905516,171781.84398497,27.51563438,6243.0631841
2018-10-30 05:30:00,6279.4235828,6236.33286743,6270.69905516,6279.4235828,214870.32542434,34.36063633,6253.3860945
2018-10-30 09:30:00,6286.37239154,6266.86946521,6279.4235828,6280.79682172,20305.66631788,3.23236204,6281.99009473
2018-10-30 13:30:00,6280.79682171,6250.45025978,6280.79682171,6263.72386607,9539.43549243,1.52381582,6260.22867542
2018-10-30 17:30:00,6281.59900662,6260.1686684,6266.46270126,6260.58700256,52347.93903374,8.34941656,6269.65233529
2018-10-30 21:30:00,6276.16935902,6254.0202195,6275.193925,6254.02021954,34515.64408998,5.50933118,6264.94268765
2018-10-31 01:30:00,6282.014739,6254.02021954,6254.02021954,6265.85687164,29071.61250629,4.63711778,6269.32803641
2018-10-31 05:30:00,6283.25703302,6257.72795614,6263.39453705,6276.91754322,12514.16104326,1.9962814,6268.73598244
2018-10-31 09:30:00,6275.6498805,6260.85337974,6273.72685652,6271.69392849,2303.53502844,0.36740946,6269.66716763
2018-10-31 13:30:00,6272.61955729,6244.2349103,6271.6939285,6257.70687058,211993.00800284,33.8731156,6258.44432222
2018-10-31 17:30:00,6349.2714285,6204.72822718,6257.70687075,6329.92590015,555515.38055981,88.78957389,6256.53842249
2018-10-31 21:30:00,6335.2183895,6288.78192301,6335.2183895,6314.05109075,83057.86390425,13.18868307,6297.66167428
2018-11-01 01:30:00,6315.47718494,6299,6314.05109076,6315.47718494,8604.07557525,1.36304926,6312.37316783
2018-11-01 05:30:00,6311.77532134,6294.63554519,6311.77532134,6294.6355452,7440.06355672,1.17984634,6305.95977161
2018-11-01 09:30:00,6309.666363,6300.68851176,6306.988688,6309.66636299,30562.8595974,4.84624283,6306.50602322
2018-11-01 13:30:00,6316.49959566,6311.135991,6313.71540799,6314.30613043,16592.7404869,2.62878223,6311.94942568
2018-11-01 17:30:00,6327.59934897,6300.0973755,6314.30613043,6301.0221705,47985.38689362,7.60644581,6308.51623639
2018-11-01 21:30:00,6328,6301.11826627,6301.11826628,6328,38771.87476951,6.15189547,6302.42743209
2018-11-02 01:30:00,6390,6330.34525526,6335.68415446,6337.51215497,129732.01226204,20.40982991,6356.3495058
2018-11-02 05:30:00,6389.82478185,6349.64209141,6359,6376.06837553,94084.82640525,14.78007588,6365.6524614
2018-11-02 09:30:00,6376.06837763,6347.69228941,6376.06837763,6347.69228956,35801.29252037,5.61966108,6370.72094041
2018-11-02 13:30:00,6354.571698,6335.56313319,6354.57169799,6353.58927112,136366.8014869,21.49222889,6344.9352873
2018-11-02 17:30:00,6376.23291188,6348.89831889,6353.58927112,6372.74967897,52894.8054192,8.30634908,6367.99692738
2018-11-02 21:30:00,6384.97218311,6356.96666745,6384.97218311,6362.271916,70966.36717956,11.14091826,6369.88491643
2018-11-03 01:30:00,6362.271916,6344.85142542,6362.271916,6344.85142558,41093.48513306,6.46937893,6351.99848048
2018-11-03 05:30:00,6369.99999996,6344.85142559,6353.96806294,6348.2694275,2029.89844137,0.31954863,6352.39287797
2018-11-03 09:30:00,6347.34029659,6341.7,6344.85142506,6344.99999999,29461.05256509,4.64187998,6346.79325877
2018-11-03 13:30:00,6348.85142509,6314.9406464,6348.20308013,6321.7501903,73956.16704591,11.69442395,6324.05387064
2018-11-03 17:30:00,6339.4052651,6316.62786784,6335.91363399,6324.35032812,9806.62351058,1.55008127,6326.52216395
2018-11-03 21:30:00,6340.28597687,6324.35032815,6337.9654344,6340.28597687,4549.94032127,0.71789219,6337.91589413
2018-11-04 01:30:00,6351.53947087,6331.90901416,6340.28597686,6331.90901416,34232.11007538,5.40066056,6338.50428018
2018-11-04 05:30:00,6341.50645447,6321.29013958,6321.29013959,6334.85123381,6962.42555309,1.09892002,6335.698164
2018-11-04 09:30:00,6353.37640617,6335.84056108,6335.84056112,6346.8793361,23876.67832633,3.7639503,6343.51583397
2018-11-04 13:30:00,6364.51335731,6333.74688223,6333.74688223,6364.51335206,215245.57611913,33.86235344,6356.48601626
2018-11-04 17:30:00,6425.85415316,6341.00000033,6341.00000033,6425.85415316,203850.73805034,32.02565077,6365.23327861
2018-11-04 21:30:00,6457.22934075,6398.83105195,6428.70937945,6422.40065083,103993.33528315,16.18211057,6426.43830872
2018-11-05 01:30:00,6449.99999995,6410.91017882,6425.03767981,6435.48605613,235089.2428088,36.58001355,6426.71284108
2018-11-05 05:30:00,6441.22984589,6411.70857888,6419.00966038,6421.53512,54760.87796249,8.51740313,6429.29272299
2018-11-05 09:30:00,6434.20070415,6410.13871499,6417.523112,6415.20070423,18018.91480776,2.80905324,6414.58643474
2018-11-05 13:30:00,6412.79143304,6400.13871499,6402.83732939,6412.58522697,31144.67309123,4.8605276,6407.6733339
2018-11-05 17:30:00,6418.75607099,6413,6413,6415.93019001,59162.68739713,9.223708,6414.19778218
2018-11-05 21:30:00,6415.93019001,6384.90000002,6415.93019001,6384.90000002,39766.91113914,6.21077196,6402.89345595
